se_storage1,se_storage2,se_storage3,se_storage4,se_storage5,se_storage6,se_storage7,se_storage8,se_storage9,se_storage10,se_storage11
.77719933,.77217031,.76238865,.78695345,.74035925,.7613737,.76743877,.75477159,.67025208,.75875616,.70614541
.65328825,.66162354,.63421506,.65804213,.62195402,.64663547,.59318012,.61154366,.60015768,.59624892,.63678372
.57912785,.58269256,.56744778,.55931586,.56451201,.59351671,.62263757,.57503653,.57180977,.51930028,.57772863
.69757336,.68297207,.67633468,.67052579,.69093233,.71137249,.6825738,.68417692,.72106367,.67269212,.66116846
.66614974,.65859902,.67629558,.66210049,.64522278,.6575532,.6626265,.64678818,.64602107,.63690525,.66301334
.73795086,.72644484,.7326057,.75548941,.71213669,.72886693,.74713027,.76503903,.78135592,.74779093,.65420282
.46227801,.46162796,.46447647,.4666526,.47386193,.43665019,.45187607,.46187496,.44934294,.42485198,.41956392
.6104188,.61120689,.61495501,.61425734,.59713024,.58653915,.58180064,.57554704,.6201719,.62188393,.57813048
.50270367,.50882667,.49707836,.50784469,.49609837,.47267187,.48838022,.49242631,.5351041,.49701008,.49016452
.74062175,.73878872,.73765093,.70959872,.72777164,.68313122,.7545473,.76370645,.79076803,.64624321,.7352547
.65374434,.65117693,.64682448,.64035267,.65632176,.64857054,.70344514,.66257417,.66968566,.67439312,.60053837
.83272505,.84588212,.82749832,.8452419,.81779075,.80342549,.80576038,.79494685,.81399369,.78357893,.79095685
.74494618,.72564811,.72398251,.72575223,.73975784,.72319299,.72872752,.7370702,.72089738,.7009232,.69584167
.56220841,.56432968,.55185342,.57177347,.53849602,.52013868,.53911144,.55057395,.52734494,.55257875,.54978442
.64556313,.63230151,.66590607,.63969684,.66090763,.6030212,.61118639,.64724457,.61314034,.6794706,.62474841
.81785417,.79746288,.793773,.80139291,.80722535,.80470365,.76968563,.78527164,.81097478,.80240071,.75100011
.9016766,.91192591,.88743305,.88066441,.84693176,.86164325,.85630131,.8398279,.8475771,.80498725,.90345538
.66705483,.66106266,.65496343,.66096371,.62306035,.66012698,.64455158,.6424225,.71417433,.57650959,.69044429
.78533804,.79468304,.76340836,.77266037,.80371195,.77155274,.78578371,.79796195,.83092344,.78340083,.82890111
.4922317,.48634192,.48866025,.48066604,.48527735,.47951671,.50985324,.47961187,.48839828,.50833571,.47336239
.57330328,.56366199,.57486188,.57027292,.55833858,.58531958,.57285488,.5409044,.52340758,.53651351,.54715866
.68322527,.68272877,.68483001,.67698777,.66126573,.65702766,.68870306,.68644047,.65700525,.67408013,.71967882
.60973489,.62167603,.61320978,.6093207,.61262554,.61965138,.59165305,.57091367,.563766,.58963239,.59331965
.64492267,.64515185,.64213347,.61856878,.63878328,.64272654,.65743309,.64116699,.61385798,.67773771,.626517
.41007742,.41263071,.39971149,.39643243,.38491088,.40213966,.41022852,.41487023,.38546497,.41928324,.46627569
.99296087,.99550003,.98425078,.96929479,1.0145289,.97041154,.95379692,.95687932,1.0080453,1.0165737,.99593574
.47857738,.47660995,.47804666,.48632956,.45850545,.47543207,.47311357,.49867105,.45542744,.48147875,.53273684
.507379,.51765901,.52503598,.49557829,.48210499,.47471571,.48771277,.52642125,.52596819,.4610016,.5270915
.70687252,.70237237,.69076443,.69093162,.67475426,.70174605,.67048943,.67234075,.67190665,.62978286,.63114327
.67120248,.66893667,.67529184,.67059588,.65375865,.65328974,.68659157,.68755209,.65598255,.63633507,.71058869
.50256324,.5011704,.48060051,.49731833,.49604762,.54627019,.49507657,.45584899,.50563663,.47466356,.48685539
.70799941,.7066142,.7239958,.71560454,.6974957,.71169859,.71265519,.75617576,.68545061,.713916,.72342396
.91490233,.90608156,.90381479,.9199456,.87453681,.89914733,.90531152,.85717177,.91304386,.71629012,.89625275
.67194599,.68235177,.66754943,.66837782,.67409086,.65780741,.64212167,.65029591,.67481005,.68730658,.72152305
.61151701,.61476785,.62787867,.6304003,.62155139,.6190508,.59091765,.67000043,.61008453,.60292989,.66668999
.48898059,.49497372,.47045371,.47850907,.47903386,.46268439,.45723301,.48670778,.54569322,.47663805,.607131
.62495869,.63010007,.59538251,.62070209,.62016273,.59129959,.59310663,.57091695,.60245413,.54402739,.60560662
.6522916,.64403629,.64822417,.65210199,.64967597,.64245719,.64374042,.66055387,.64201689,.55968344,.6305024
.66427141,.66479158,.65731668,.64498442,.64901417,.63329405,.66570914,.62605298,.65556788,.6294347,.56995296
.69343019,.70503217,.69494361,.70373905,.65061444,.67140824,.68376946,.64203316,.70246947,.66210347,.6218785
.60860533,.60633582,.64236969,.60659146,.61002922,.62680978,.57718378,.605353,.60933942,.58067006,.61164796
.6843996,.67972642,.68482679,.69474304,.65885311,.68525499,.6741668,.70074546,.67206275,.65033275,.72009826
.61943513,.61808908,.62908971,.63833958,.59781915,.63819581,.57272607,.60568172,.59452724,.59058756,.64899313
.50992799,.51442134,.49837211,.48035431,.52269274,.55155736,.50522459,.49602488,.50857782,.54909819,.55770636
.62499726,.60941571,.61894947,.60795122,.60565472,.62175155,.60937583,.59663892,.63393998,.54998803,.5981459
.57748187,.576657,.58186114,.5907101,.528418,.57725066,.57553941,.5808807,.52038795,.52151626,.55163443
.71814221,.71647823,.72103155,.71151358,.68491679,.69544071,.73439062,.72531229,.71870756,.67721367,.76928616
.65127152,.65154272,.64443636,.64246082,.64112443,.62519264,.64324355,.63476723,.65022963,.64393073,.63436121
.73974252,.72950077,.73535794,.74531215,.76473159,.7353065,.72785854,.68328553,.71965635,.66981322,.67881125
.92614901,.93052393,.93430698,.91932994,.90310824,.90428126,.89671963,.90595329,.90584916,.84421498,.92390364
.67236656,.67341381,.65455449,.67696667,.67257607,.66059583,.6748504,.68682384,.6638512,.66547382,.70650852
.66363466,.67527533,.65163589,.65251589,.65288007,.66913831,.66779846,.64409649,.66903132,.66548854,.66718292
.59747875,.59404761,.5941633,.61565554,.58020711,.6077069,.61585188,.60804564,.57685578,.63303268,.62028676
.85153329,.83033574,.85967606,.83996069,.83985305,.89809263,.86380637,.84465647,.88918269,.93551129,.88882214
.87203807,.8859002,.87471688,.8526414,.86794466,.86678207,.84820765,.84789336,.84450287,.82497579,.80292809
.4530884,.46068302,.44033626,.43324456,.46632406,.50953782,.46137765,.47248963,.46651646,.40601262,.47476837
.514844,.50295657,.51707137,.51100272,.49784294,.50626475,.51216352,.53384316,.54351664,.52856922,.51841021
.55720603,.55415624,.55827051,.56586605,.54109758,.53921813,.5424006,.54195976,.55088496,.51415509,.53147191
.65027195,.65280586,.6387639,.65675539,.64372015,.65967655,.64749557,.6488713,.61665773,.67712289,.62935674
.87506849,.86971849,.87799364,.82564002,.84440541,.84422112,.85854352,.82656628,.82169807,.84509784,.7842229
1.0097536,.9997772,1.0317438,1.0153149,1.0071857,.97819215,1.0166097,.98083973,1.059646,.97430164,1.0384473
.62106735,.64268506,.62149501,.60137814,.60362703,.61187309,.61669391,.5984664,.56309479,.63050157,.55865717
.39339674,.39287841,.38724113,.37766179,.3907913,.38362998,.41691566,.37063357,.35864997,.40017718,.39226249
.36061254,.3642576,.37217903,.35584888,.32632387,.34080321,.38418293,.3993445,.34937325,.35743761,.32538646
.45754179,.46567634,.43681014,.46433184,.45615223,.43188807,.47766021,.49373811,.49037448,.48170906,.52802986
.50437361,.5096994,.50112408,.50451487,.48813313,.50055772,.48602402,.47966266,.5063678,.48734558,.45953059
.57147658,.56729174,.56715959,.56278712,.55611241,.58542979,.5607428,.58156216,.55903566,.57906252,.62540162
.4181619,.41480166,.40967917,.4141939,.40234199,.40132442,.38598511,.40779859,.39379257,.42524788,.372082
.68250376,.68338376,.68263328,.67809302,.64532775,.65559417,.66202086,.638785,.67299849,.64734161,.66491848
.56556475,.55120766,.56698382,.55568057,.56536835,.56686598,.55374736,.52926654,.54918587,.52139527,.57425505
.68737221,.68766403,.67947966,.67535806,.67637146,.68660921,.6774829,.70659292,.62146705,.68635172,.63826722
.59519112,.57812041,.59176731,.59467673,.59854394,.61847728,.58151489,.57281369,.5770393,.5950048,.58246094
.5241434,.52319753,.52339929,.51484644,.52968293,.54308331,.50192571,.52104479,.51060724,.55183929,.54234469
.59561235,.59208578,.58914226,.60202634,.58859742,.60205352,.58626544,.57673478,.55243987,.58006144,.56429207
.553249,.55362135,.56284159,.52524912,.54724598,.55536437,.55365819,.54745817,.53451478,.56670648,.56094724
.62932408,.62606698,.61208212,.60847664,.64095467,.59982646,.63489372,.65945089,.6292308,.68118304,.63137305
.47799906,.46960932,.46743047,.47870675,.46448261,.47216013,.46270591,.44058618,.46198937,.42828041,.45897302
.80035681,.77715689,.77396661,.78377157,.76814109,.78538781,.75299656,.71399301,.78671479,.75936246,.74652803
.68376631,.67477393,.65653157,.69965446,.68691432,.61523747,.64735633,.65621608,.63172144,.63656944,.65919226
.85102487,.84995437,.82993859,.84201223,.80136478,.79479814,.79558712,.81959355,.75009304,.81013989,.70896149
.83439362,.86388135,.81646109,.82884437,.84390146,.79778486,.84242439,.82863855,.87759191,.84440231,.74439633
.60578012,.60853475,.59477973,.61477512,.58995587,.62256992,.62424845,.59897226,.60800314,.51433581,.61544371
.70409298,.70316631,.68849748,.69939578,.69689661,.70292217,.70076656,.63220328,.70984209,.61667424,.67361343
.72156751,.72575587,.72754741,.72599798,.71188998,.72337931,.7456671,.752909,.74210823,.78301108,.75835752
.61803842,.61379218,.60327989,.59909117,.58982569,.57593024,.61468416,.63584602,.61478639,.60611707,.57076985
.51456332,.51267862,.51199466,.48523742,.52148759,.492991,.51087457,.50440753,.52709657,.51903379,.47770414
.75528377,.75969225,.75282526,.73867464,.77245027,.7383396,.71533555,.74535316,.74313784,.71456128,.80285561
.62743747,.62617213,.61252326,.61630857,.62275797,.63511002,.58313775,.64223707,.57693213,.64886487,.59480006
.56937009,.56708312,.58151466,.57122701,.54320359,.56710875,.52239424,.55448675,.53572124,.50020343,.53993666
.71904927,.7115258,.7077297,.71242857,.69293857,.72791559,.67054272,.7027173,.69663507,.74623412,.69032919
.72808111,.72498488,.73456597,.72754556,.7330566,.74883664,.763592,.72255015,.7452718,.75262618,.83692724
.65618706,.64649326,.66295344,.63513595,.65952808,.64352739,.63275659,.6542176,.63842374,.59431911,.64201427
.58639872,.58454531,.58560044,.57373232,.59859234,.55273408,.56908268,.61009467,.61175567,.57453316,.52373338
.66430688,.69227451,.65363121,.65129787,.64206088,.65953946,.63503492,.65685087,.5986073,.62234133,.60746932
.75264162,.75658691,.73644096,.75851917,.77651405,.72497874,.75448036,.69331604,.78177452,.70397365,.7463333
.55320328,.55191904,.5551542,.5144701,.54608947,.54045755,.49915785,.5560022,.56953317,.54379898,.5477466
.61440623,.62361354,.59972489,.62100667,.64647108,.63704979,.56085926,.59062636,.57195628,.63197732,.6163007
.47904876,.47567919,.4910408,.48133042,.46112818,.47535309,.46889523,.46039778,.49241436,.45817342,.4043172
.55074692,.54835677,.56086558,.56409407,.56037015,.55309457,.6058895,.59250736,.53309858,.61078709,.60550249
.94339025,.94990182,.9585973,.92546928,.93274826,.95629561,.90321618,.9056862,.93748176,.99147683,.90837288
.6872319,.68000084,.69665611,.6999312,.68883884,.68096799,.68515539,.67414093,.67048132,.64945036,.63781536
.8273139,.82464397,.83212453,.80556107,.81443852,.78544676,.8135891,.85699087,.79705834,.76153523,.83474505
.48802638,.47535545,.48212561,.47257915,.4716976,.49194747,.46359503,.47304145,.50561142,.43375203,.48625976
.50022262,.50652635,.48700598,.50886923,.49112645,.51228106,.54034227,.51749772,.47342494,.50914043,.56970555
.55483973,.54904854,.53767461,.55358702,.52362454,.54497647,.57388055,.54219526,.51524836,.5037964,.52141625
.69430089,.68958968,.67087948,.68521416,.69319558,.68853515,.67675513,.65990067,.62830496,.66123414,.68427312
.66240048,.6802156,.68276423,.69823712,.65583384,.69145972,.70100057,.65063179,.76455063,.66358823,.74820364
.54782462,.5523293,.54045248,.53681105,.53433543,.53920436,.53620094,.53716773,.50132841,.54716444,.57463807
.90629435,.91026813,.8723259,.89682233,.89163172,.92859,.9016614,.87586623,.86122912,.86947417,.85091603
.64747608,.65036041,.6366412,.6404615,.62342525,.60935205,.65038806,.61903185,.61307281,.60718799,.62680614
.60965872,.61003011,.61148828,.60987967,.59962052,.61377376,.62454599,.58283025,.62501031,.64840299,.60951185
.65409851,.64162081,.65933555,.64355242,.64748573,.65166795,.6311546,.57932448,.64571273,.59915757,.58520401
.626185,.63188267,.60361415,.62302452,.59714282,.60936522,.58764112,.58565366,.57312918,.56165475,.55127501
.59298724,.58913654,.59228259,.57742447,.61635685,.58317286,.57212579,.58171427,.5951249,.64766508,.56542498
.78307176,.76918125,.75323844,.78601366,.78600127,.75181353,.78588843,.75323868,.8052488,.71320552,.72308522
.63996416,.62981182,.63621455,.63556975,.6516661,.64340621,.60993356,.61932421,.65293252,.66909879,.61659271
.72439325,.74012357,.71291256,.73742521,.71779287,.72407782,.74833554,.74690998,.72234434,.72914082,.76362199
.53711188,.53277785,.53637624,.52939022,.52443087,.55076301,.52687967,.53475726,.52902871,.5331375,.52834105
.52492112,.52390808,.51998025,.49233463,.51470155,.49991813,.51941234,.51297551,.53650606,.56743586,.51805639
.4539457,.45359746,.46101055,.43861237,.48125786,.44391128,.43098268,.43204212,.44436049,.43242326,.46687889
.77139556,.75654477,.75821131,.74465239,.77470195,.77625412,.78668213,.7625131,.6969943,.78281826,.73208433
.713256,.70627683,.68252182,.73280364,.72238469,.72107375,.69248044,.64011794,.68563664,.68941069,.65382802
.6106708,.59947062,.63153225,.62163705,.60929471,.63708764,.58727431,.65459734,.61024517,.61588913,.61703515
.78803563,.8180902,.77089858,.77774757,.74760193,.78912508,.74120891,.7602675,.72075105,.7318818,.71783441
.70930314,.69084948,.70658624,.70058465,.70878595,.7213335,.67404771,.70262039,.6715287,.72990972,.71243829
.52908206,.53076798,.50422955,.51867038,.51808828,.54811156,.54225093,.52731043,.58268112,.55645448,.58723235
.67004234,.6650185,.65083361,.63976604,.65712303,.67357999,.65683985,.62911946,.66860443,.62327033,.65793133
.72711462,.73329782,.72695482,.72685617,.73037809,.69961607,.68755311,.72677094,.66612637,.70276242,.67339247
.63292551,.63701618,.61935461,.61609679,.62781578,.61643654,.62616032,.66722405,.62740773,.63236803,.66872853
.54398817,.54501909,.5340333,.55007267,.59954798,.56906235,.54296255,.59947115,.51451075,.59862506,.51393324
.45485011,.45528561,.4382267,.44210613,.44620609,.43244517,.45943499,.42903975,.43760186,.44022739,.48306316
.37293053,.37838796,.38564819,.35530183,.39072967,.40797758,.42197147,.40352252,.39805982,.39990446,.4415848
.83895046,.8361218,.83697236,.85451573,.8602764,.82509953,.85767347,.7864238,.83563155,.82625717,.83664155
.59548408,.60561156,.60010332,.59564346,.57593703,.6121769,.59740484,.57344186,.58224273,.57462442,.59261721
.53163421,.53156286,.53188515,.54913145,.53838956,.52919781,.54796672,.53059268,.52568907,.53703308,.53408271
.87568122,.8822341,.86548924,.86567271,.88300884,.85566646,.85354954,.8768484,.86171263,.83335119,.8561815
.61861151,.62216377,.62476069,.60585421,.61285079,.6080448,.64260292,.65433604,.63478935,.61910754,.67270344
.67786068,.67723399,.66905314,.6809693,.6605823,.66278267,.66340077,.69253582,.65545112,.68833762,.6158787
.58660638,.6008395,.58207124,.55178422,.60156727,.60123622,.62677836,.5874595,.55690295,.55183941,.607903
.40059111,.39558157,.40264544,.39938241,.39378977,.39844641,.4031494,.4346799,.39394245,.38183206,.39905944
.63175291,.63015079,.628142,.65291101,.6177088,.60205388,.66499281,.60119158,.69586766,.62708479,.6558733
.83448601,.83665985,.83172911,.81525367,.80911708,.83761889,.82009602,.81903654,.83037043,.86697078,.79333073
.77097821,.77954197,.77826667,.7643345,.75772464,.76021045,.79496664,.7612282,.72563821,.74418432,.71318328
.53894097,.54047149,.52819949,.55158693,.53151536,.55539638,.51613247,.55445594,.50032675,.50910825,.44956031
.63475776,.63553399,.63767666,.63272649,.62405145,.59578234,.62504786,.58772427,.64602137,.63629198,.63424355
.52721131,.52529895,.51985228,.50293648,.51570338,.5384624,.52313906,.50603378,.52370274,.50028664,.55162948
.8179903,.81698924,.81606615,.81177258,.81932253,.76967335,.78559065,.82111657,.74872673,.73569924,.80177903
.51099622,.51597512,.51062632,.53730756,.51335812,.52870125,.51903385,.4885779,.53034282,.52222776,.55791664
.55255151,.55014074,.55473095,.56225425,.5529924,.53447104,.55415547,.54853201,.60024768,.53957564,.51354218
.46282426,.45224109,.45428753,.46301648,.46557853,.47769636,.42140719,.4689061,.43994752,.34773764,.40390715
.64141101,.63165808,.68707365,.63251662,.64077538,.62269807,.65790647,.629668,.67063349,.63177586,.70905244
.68109292,.6909579,.66518146,.69689357,.67800212,.6672442,.663185,.62736309,.67524415,.6342026,.58912593
.71795177,.72332317,.68971956,.69340599,.73586756,.72232437,.75251281,.77739161,.69764555,.74437428,.71912354
.74545383,.74689049,.7530871,.75435251,.75122154,.70519799,.73340166,.71993887,.73940676,.72638047,.73273462
.66461045,.66423941,.65597063,.66850156,.65915823,.68094105,.66120476,.6714102,.63697571,.61529535,.63981622
.57580662,.57842356,.56688172,.56970865,.57723832,.59327585,.61381322,.57161683,.59527999,.54737329,.57177645
.5072881,.52212799,.51499856,.52196527,.5067541,.51161379,.51691312,.53823352,.49556306,.51786339,.51225019
.57788193,.57346743,.58281332,.5658471,.62728906,.56122178,.57512879,.55423772,.54875112,.58733165,.5719642
.73187542,.72842026,.72508067,.7270382,.71449852,.7489621,.67792547,.69541293,.7657817,.70342535,.69280338
.68693918,.6784023,.67316747,.67272735,.65855598,.649248,.6758396,.64340007,.64687991,.61382455,.64348888
.32628199,.3171007,.31556013,.30671477,.33760321,.32400665,.3024658,.30186102,.3308548,.30947465,.314668
.62585521,.61734688,.60467106,.66474086,.63439876,.60490704,.61816442,.61959624,.59911168,.61833107,.65281671
.38614529,.38457754,.37274936,.38896483,.38101938,.36639827,.36621249,.32901978,.38573495,.3935692,.36507225
.74952704,.74084252,.74830425,.73602986,.72796214,.76426363,.7832312,.72231793,.73006237,.73108673,.69858748
.70249051,.70312691,.69707745,.70051634,.72256178,.6738416,.708579,.71356434,.68017751,.68295044,.67799115
.71390015,.69460034,.70053834,.70330274,.70828062,.69354075,.7165696,.65601784,.70452285,.68862623,.74714702
.73181289,.74086064,.72721356,.76983023,.73864996,.78917861,.73273402,.73039776,.76302218,.71588886,.81191498
.65324783,.64730698,.65652329,.65527421,.63880056,.63459575,.66021866,.62345409,.6881637,.66827708,.67942691
.57941061,.580311,.58822376,.59028667,.57388371,.5899837,.54341871,.56154817,.54779863,.55811262,.54876053
.55272508,.54466265,.56280643,.55685252,.5585767,.58773166,.58682621,.53104174,.56457317,.53687745,.53386438
.88174486,.88740325,.87294984,.88423693,.86459911,.84639221,.868604,.84196645,.8678869,.84003162,.87484634
.77687174,.79811281,.76886064,.73787814,.77310735,.77019936,.73417163,.78513092,.73622984,.75122273,.81839961
.64408869,.63307017,.62722081,.62145483,.61562848,.60269773,.56561345,.60557139,.56708801,.61259508,.61590415
.57924569,.5764581,.5729022,.55960131,.56746614,.57640612,.54691643,.52243,.59016991,.61024576,.57915968
.70306629,.69809121,.71305704,.70403481,.74182063,.69021869,.68624938,.67933559,.65200275,.68281519,.63515598
.94159019,.95486355,.92863935,.94183314,.93990117,.92428291,.89791185,.96314442,.93319935,.91313368,.87304062
.62780237,.6244753,.63397658,.62116635,.61278415,.61474484,.63943338,.62276298,.597018,.63268983,.61808741
.56383449,.55566788,.5482108,.55951291,.54847932,.54854983,.56622964,.53278631,.60617107,.5442276,.52327693
1.0557101,1.0511976,1.0614429,1.0410016,1.0196786,1.0324091,1.0288445,1.0058455,.98362935,.9631772,.98411536
.74385399,.74415183,.72784603,.72742862,.67515558,.75758904,.69738847,.72443736,.69520193,.75115639,.68810487
.51803279,.53969729,.51420993,.51959765,.51453269,.52182364,.51706499,.58307785,.54534811,.54581022,.57608616
.58355159,.5833717,.58483917,.58101743,.58349293,.60412335,.55980372,.60918725,.56296086,.5689984,.60590351
.94056886,.94940656,.92400998,.92396444,.93308103,.91919446,.90099418,.92392498,.91151875,.90192276,.88899899
.57084459,.56604481,.56540942,.56056631,.55616945,.56910169,.5460009,.5810678,.55357403,.47635752,.53555757
.51474386,.52300465,.51730478,.52100492,.51400405,.54757082,.52513576,.49015856,.48580989,.47403949,.50574583
.75318038,.74955487,.79851341,.74810612,.740224,.72790861,.75204092,.69495064,.74619454,.74470425,.70967799
.84878969,.85093915,.85002178,.83074939,.83190531,.8568697,.85406989,.83444083,.80594969,.80287528,.83810741
.56919652,.56637931,.5720529,.57947356,.54370159,.57747257,.55681175,.58310306,.5900799,.58018297,.60806459
.64578134,.65148139,.63684094,.64254189,.64002669,.627042,.62957829,.66400069,.61541581,.63548368,.58264804
.55894709,.55642015,.56282079,.56200469,.55518442,.5254395,.5389663,.53509945,.52997863,.52109581,.53647512
.50997978,.49255785,.51549935,.46920776,.49894261,.48830381,.50106859,.47009766,.5152899,.5328871,.49015298
.46387851,.45758399,.45463017,.44656086,.46082762,.45043692,.47410712,.4318831,.4644579,.43952581,.42193803
.68976408,.68940049,.66980743,.68048978,.71316254,.66815132,.66176617,.66843814,.6784867,.67451322,.65081245
.51082653,.52591884,.51554787,.49738479,.50656152,.56820178,.5290544,.50344133,.49956036,.53743106,.51765096
.47940689,.48316681,.47663933,.46711057,.48821139,.4795801,.46463671,.47464201,.47294354,.48686224,.49898112
.64037836,.62321287,.62753606,.63465661,.63669366,.60942477,.63531345,.60334903,.58706433,.60728514,.56545281
.69059169,.70199537,.7039749,.68653923,.66471034,.72041059,.73617613,.69466788,.70731682,.78127271,.74800563
.51911026,.51463383,.5232504,.50490856,.54645705,.51213503,.51882315,.50414151,.51215935,.5080961,.55698419
.7690286,.77389508,.77204037,.75850737,.74764526,.76656139,.78344995,.7461226,.73390895,.73222965,.72985584
.56047642,.55927074,.56965703,.53560674,.57471776,.56582421,.55633414,.52640831,.5710057,.5614692,.54309005
